Survived,Age,Fare,Pclass,FamilySurvived,Ticket_label,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Cabin_label_A,Cabin_label_B,Cabin_label_C,Cabin_label_D,Cabin_label_E,Cabin_label_F,Cabin_label_G,Cabin_label_T,Cabin_label_U,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
0.0,22.0,7.25,3,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,38.0,71.2833,1,2.0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,26.0,7.925,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,35.0,53.1,1,2.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,35.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,8.4583,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,54.0,51.8625,1,1.0,2.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,2.0,21.075,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,27.0,11.1333,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,14.0,30.0708,2,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,4.0,16.7,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,58.0,26.55,1,1.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,20.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,39.0,31.275,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,14.0,7.8542,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,55.0,16.0,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,2.0,29.125,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,32.809148444153756,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,31.0,18.0,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,24.214279150809407,7.225,3,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,35.0,26.0,2,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,34.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,15.0,8.0292,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,28.0,35.5,1,1.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,8.0,21.075,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,38.0,31.3875,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,28.421210579818556,7.225,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,19.0,263.0,1,1.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,24.214279150809407,7.8792,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,40.0,27.7208,1,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,38.05502360942216,146.5208,1,2.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,24.214279150809407,7.75,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,66.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,82.1708,1,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,42.0,52.0,1,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,28.421210579818556,7.2292,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,21.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,18.0,18.0,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,14.0,11.2417,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,40.0,9.475,3,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,27.0,21.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,3.0,41.5792,2,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,19.0,7.8792,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.421210579818556,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,25.88010381537314,15.5,3,2.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,24.214279150809407,7.75,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,26.228539862914868,21.6792,3,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,18.0,17.8,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,7.0,39.6875,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,21.0,7.8,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,49.0,76.7292,1,2.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,29.0,26.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,65.0,61.9792,1,2.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,42.91931074644119,35.5,1,1.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,21.0,10.5,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.5,7.2292,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,5.0,27.75,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,11.0,46.9,3,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,22.0,7.2292,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,38.0,80.0,1,1.0,2.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,45.0,83.475,1,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4.0,27.9,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,42.91931074644119,27.7208,1,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,16.933814089935765,15.2458,3,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,29.0,10.5,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,19.0,8.1583,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,17.0,7.925,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,26.0,8.6625,3,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,32.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,16.0,46.9,3,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,21.0,73.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,26.0,14.4542,3,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,32.0,56.4958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,25.0,7.65,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,0.83,29.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,30.0,12.475,3,1.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,22.0,9.0,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,29.0,9.5,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,24.214279150809407,7.7875,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.0,47.1,1,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,17.0,10.5,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,33.0,15.85,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,16.0,34.375,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,23.0,263.0,1,1.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,24.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,29.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,20.0,7.8542,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,46.0,61.175,1,2.0,2.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,26.0,20.575,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,59.0,7.25,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,71.0,34.6542,1,1.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,23.0,63.3583,1,2.0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,34.0,23.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,34.0,26.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,7.8958,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,21.0,77.2875,1,2.0,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,33.0,8.6542,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,37.0,7.925,3,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,21.0,7.65,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,28.421210579818556,7.775,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,38.0,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,27.06302345663013,24.15,3,2.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,47.0,52.0,1,1.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,14.5,14.4542,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,22.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,20.0,9.825,3,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,17.0,14.4583,3,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,21.0,7.925,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,70.5,7.75,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,29.0,21.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,24.0,247.5208,1,2.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,2.0,31.275,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,21.0,73.5,2,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,32.5,30.0708,2,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,32.5,13.0,2,1.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,54.0,77.2875,1,2.0,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,12.0,11.2417,3,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,28.421210579818556,7.75,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,24.0,7.1417,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,16.866689866702583,22.3583,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,45.0,6.975,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,33.0,7.8958,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,20.0,7.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,47.0,14.5,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,29.0,26.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,25.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,23.0,15.0458,2,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,19.0,26.2833,1,2.0,1.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,37.0,53.1,1,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,16.0,9.2167,3,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,24.0,79.2,1,1.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,22.708543985426335,15.2458,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,22.0,7.75,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,24.0,15.85,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,19.0,6.75,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,18.0,11.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,19.0,36.75,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,27.0,7.7958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,9.0,34.375,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,36.5,26.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,42.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,51.0,12.525,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,22.0,66.6,1,2.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,55.5,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,40.5,14.5,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,7.3125,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,51.0,61.3792,1,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,16.0,7.7333,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,30.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,8.6625,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,13.120047619047618,69.55,3,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,44.0,16.1,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,40.0,15.75,2,1.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,26.0,7.775,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,17.0,8.6625,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,1.0,39.6875,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,9.0,20.525,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,36.368989397575405,55.0,1,2.0,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,45.0,27.9,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,42.91931074644119,25.925,1,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,56.4958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,61.0,33.5,1,1.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4.0,29.125,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,1.0,11.1333,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,21.0,7.925,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,56.0,30.6958,1,1.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,18.0,7.8542,3,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,10.365559523809523,25.4667,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,50.0,28.7125,1,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,30.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,36.0,0.0,3,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
